id,parent_id,position,step_name,step_desc,organism,sop_url,duration_in_days,part_of_service,comments,success_rate,created,last_modified
300,30,1,**** Information search,Read literature on known production pathways and search for data in databases.,NULL,NA,NULL,NULL,"Read literature on known production pathways.
-Which reactions are problematic?
-What hurdles have they encountered (and how was it solved)?
-Compound toxicity?
-Enzyme promisquity?
Databases
-KEGG: pathways, reactions, cofactors, promisquity, known ko/genes, in which organisms are enzymes for those reactions known?
-MetaCyc: pathways, reactions, cofactors, promisquity, known/predicted organisms, deltaG?
-BRENDA: known substrates, organisms, activators, inhibitors, binding constants, pH optimum, pH tolerance, rate information, mutations",NULL,2018-11-14T14:13:12Z,NULL
326,300,1,***** Freedom to operate (IPR considerations),NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
327,300,2,***** Known pathways in literature,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,2018-11-16 08:17:04
330,300,3,***** Known pathways in reaction databases,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-16T08:17:44Z,2018-11-16 08:19:26
328,300,4,***** Patent search,Search patent literature for similar pathways and individual modifications.,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,2018-11-16 08:19:26
31,30,2,**** Computational metabolic design,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
32,31,1,***** Computational product pathway design,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
33,32,1,"****** Enumerate pathway options (Retropath,…)",NA,NULL,NA,NULL,NULL,"Convert RetroPath output to complete reactions. Check MetaNetX reactions for correctness and electron balancing. For every unknown cofactor, propose plausible cofactors for the chassis considered.",NULL,2018-11-14T14:13:12Z,NULL
34,33,1,******* Screen pathway options based on quality criteria,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
321,32,2,****** Convert reaction rules to complete reactions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
322,32,3,****** Refine pathways,NA,NULL,NA,NULL,NULL,E.g. define cofactors where cofactors are unknown.,NULL,2018-11-14T14:13:12Z,NULL
35,32,4,****** Score pathways without chassis,NA,NULL,NA,NULL,NULL,"Score pathways. Estimate e.g. membrane toxicity of pathway intermediates. Estimate thermodynamic feasibility of reactions in pathway. If necessary, use OBE to find distributed bottlenecks.",NULL,2018-11-14T14:13:12Z,NULL
39,35,1,******* Membrane toxicity of intermediates,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
38,35,2,******* Thermodynamic feasibility verification,NA,NULL,NA,NULL,NULL,Use eQuilibrator if no other tool available for pH-dependent thermodynamics.,NULL,2018-11-14T14:13:12Z,NULL
323,35,3,******* Optimized Bottleneck Energetics,NA,NULL,NA,NULL,NULL,Optional,NULL,2018-11-14T14:13:12Z,NULL
40,31,2,***** Chassis embedment,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
41,40,1,****** Receive input from product pathway design,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
42,40,2,****** Map metabolites between pathway and chassis,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
36,40,3,****** Add production pathway to chassis SBML in silico,NA,NULL,NA,NULL,NULL,"Add pathway to SBML for chassis. Match pathway metabolites to chassis metabolites. Verify matches by structural comparison. Also check stereochemistry. Prefer starting pathways from cytosolic metabolites. If pathway generates side products, i.e. compounds that aren't chassis metabolites, find the reactions that connects them to the metabolic network of the chassis.",NULL,2018-11-14T14:13:12Z,NULL
316,40,4,****** Fill metabolic gaps,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
37,40,5,****** Screen potential substrates in silico,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
44,40,6,****** Screen growth conditions,NA,NULL,NA,NULL,NULL,"Anaerobic, aerobic, peroxisome active/inactive, etc.",NULL,2018-11-14T14:13:12Z,NULL
45,40,7,"****** Growth-product coupling. (e.g. OptKnock, RobustKnock, Minimal Cut Sets)",NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
49,40,8,****** Calculate expected yields,NA,NULL,NA,NULL,NULL,"Check that oxygen consumption is reasonable.
VTT has a SOP",NULL,2018-11-14T14:13:12Z,NULL
317,40,9,****** Estimate productivities,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
324,31,3,***** Evaluate and choose pathways,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
52,30,3,**** Genetic design for chassis,NA,NULL,NA,NULL,NULL,The remaining tasks relating to enzyme design could be moved to enzyme design.,NULL,2018-11-14T14:13:12Z,NULL
43,52,1,***** Check for native enzymes with activity for heterologous metabolites,NA,NULL,NA,NULL,NULL,"(e.g. genome re-annotation, literature search. Find the enzymes of the metabolites from the reference databases, and look in the genome whether homologous enzymes exist natively).",NULL,2018-11-14T14:13:12Z,NULL
72,43,1,****** Genome reannotation,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
46,43,2,****** Search for native homologues of enzymes acting on the heterologous metabolites,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
50,52,2,***** Additional trait design,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
47,50,1,****** Propose desirable traits,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
51,50,2,****** Bioprospecting for traits,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
48,52,3,"***** Pathway improvement by mutations, supporting/auxiliary pathways, enzymes/cofactor specificity, genetic modifications",NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
71,52,4,***** Select promoter types,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
54,52,5,***** Evaluate and choose strains,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
325,52,6,***** Describe genetic constructs in SBOL format,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
74,30,4,**** Store the list of enzyme functions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
318,30,5,**** Store the list of gene deletions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
319,30,6,**** Store the list of genotypes,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
320,30,7,**** Store the list of promoter types,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
73,29,2,*** Select and/or design enzyme,NA,NULL,NA,NULL,NULL,"This should serve also enzyme screening and protein production; should be expanded if these other applications are relevant.
#EnzymeDesign.",NULL,2018-11-14T14:13:12Z,NULL
75,73,1,**** TODO write the steps @INRA,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
307,73,2,**** Retrieve the list of enzyme functions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
56,73,3,**** Generate candidate sequences (Enzyme search),NA,NULL,NA,NULL,NULL,#RoundRobinNeeded but comparison difficult,NULL,2018-11-14T14:13:12Z,NULL
58,73,4,**** Function-based in silico screening of candidate sequences,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
55,73,5,**** Choose enzyme sequences,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
57,73,6,**** Optimize gene sequences,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
59,73,7,**** Remove mobile regulatory elements,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
60,73,8,**** Send list of gene additions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
301,29,3,*** Design DNA constructs for expression host,NA,NULL,NA,NULL,NULL,"Applies equally to production strains, enzyme screening hosts, and protein production hosts.",NULL,2018-11-14T14:13:12Z,NULL
53,301,1,**** Freedom to operate with regards to the tools #IPRConsiderations,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
308,301,2,**** Retrieve the list of gene deletions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
309,301,3,**** Retrieve the list of gene additions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
310,301,4,**** Retrieve the list of promoter types,NA,NULL,NA,NULL,NULL,All cargo defined earlier based on modeling desired phenotype.,NULL,2018-11-14T14:13:12Z,NULL
311,301,5,**** Select promoters,NA,NULL,NA,NULL,NULL,May be combinatorial.,NULL,2018-11-14T14:13:12Z,NULL
312,301,6,**** Select integration sites/loci,NA,NULL,NA,NULL,NULL,May be combinatorial.,NULL,2018-11-14T14:13:12Z,NULL
61,301,7,**** Select genome editing strategy,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
62,61,1,***** CRISPR/Cas9 #SopNeeded,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
63,61,2,***** MAGE: genome engineering #SopNeeded,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
313,301,8,**** Select vectors/plasmids/DNA constructs,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
64,301,9,**** Select vector assembly strategy,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
65,64,1,"***** SEVA/METABRICK, Moclo, Gibson pathway engineering @Wageningen",NA,NA,NA,NULL,NA,NA,NULL,2018-11-14T14:13:12Z,2019-10-11 11:23:41
67,64,2,"***** Vector, promoter selection, plasmids, locus of integration, restriction sites, etc (cloning strategy) #SopNeeded",NA,NA,NA,NULL,NA,NA,NULL,2018-11-14T14:13:12Z,2019-10-11 11:23:41
400,67,1,****** Select primers for vector assembly,Primers required for construction of the vector,NA,https://hub.ibisba.eu/sops/58,NULL,NA,NA,NULL,2019-10-11T11:21:56Z,2019-10-11 11:26:03
68,64,3,***** Combinatorial assembly strategy #SopNeeded,NA,NA,NA,NULL,NA,NA,NULL,2018-11-14T14:13:12Z,2019-10-11 11:23:41
314,301,10,**** List DNA fragments to order,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
69,301,11,**** Describe genetic constructs in SBOL format,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
70,69,1,***** Deposit to a database that we are to create #ToBeReviewed,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
315,301,12,**** Send strain designs to Build,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
302,29,4,*** Design growth medium and cultivation conditions,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
304,302,1,**** Receive list of genotypes,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
303,302,2,**** Design experiments to test phenotype,NA,NULL,NA,NULL,NULL,The Build task will make sure the genotype is correct.,NULL,2018-11-14T14:13:12Z,NULL
305,302,3,**** Send list of growth media and cultivation conditions to Test,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
306,302,4,**** Send predicted clone behavior to Test,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
76,22,5,** Criteria for successful outcome of #Design (Criteria to be available as check list table),NA,NULL,NA,NULL,NULL,"This could be a ""SOP""",NULL,2018-11-14T14:13:12Z,2019-03-22 11:35:33
77,76,1,*** Calculation of theoretical yields/productivities carried out,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
78,76,2,"*** Consideration to the specificity of the process (for the product) (selectivity, side products)",NULL,NULL,NULL,NULL,NULL,"""We need to use optimization tools that can provide a trade-off",NULL,2018-11-14T14:13:12Z,NULL
79,76,3,*** Design suits the chassis (and its genotype),NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
80,76,4,*** Design expected to be stable in vivo,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
81,76,5,*** Build designs made #Output,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
82,76,6,*** Test conditions designed,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
83,76,7,*** Upscale conditions considered #UpscaleConsideration,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
84,76,8,*** Test conditions considered and predicted strain behavior expected to be measureable in #Test-HighThroughput conditions,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
85,76,9,*** Predicted effect of modifications on flux ratios expected to be measurable in Test conditions (e.g. product and/or precursor).,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
86,76,10,*** Appropriate MTAs and other agreements in place,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
87,22,6,** Output to Build,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,2019-03-22 11:35:33
88,0,3,* Build,NA,NULL,NA,NULL,NULL,#StandardsNeeded for cloning strategies etc,NULL,2018-11-14T14:13:12Z,NULL
89,88,1,** Receive input from Design: strain and vector designs,NA,NA,NA,NULL,NA,NA,NULL,2018-11-14T14:13:12Z,2019-06-05 22:08:55
335,89,1,*** Receive high-level step-by-step instructions for construction of DNA constructs,"(e.g. plasmid pDGJ537, restriction enzyme reDGJ, oligo dsyt985v85vnts --> pDSYT985)",NULL,NA,NULL,NULL,NA,NULL,2019-01-16T13:17:31Z,2019-03-22 15:22:40
336,89,2,*** Receive plasmid maps in SBOL format,NA,NULL,NA,NULL,NULL,NA,NULL,2019-01-16T13:18:09Z,NULL
337,89,3,*** Receive list of oligos in FASTA format to be ordered for DNA fragment constrution,NA,NULL,NA,NULL,NULL,NA,NULL,2019-01-16T13:18:26Z,2019-03-22 15:22:17
338,89,4,*** Receive high-level step-by-step instructions for strain construction,"(e.g. strain CEN.PK,  plasmid pDSYT985, restriction enzyme reDUS, oligos 2g9fh5, n953f7, and 95gn, yeast recombination)",NULL,NA,NULL,NULL,NA,NULL,2019-01-16T13:18:51Z,2019-03-22 15:23:08
339,89,5,*** Receive list of primers in FASTA format for verification and the SOP of the verification method,NA,NULL,NA,NULL,NULL,NA,NULL,2019-01-16T13:19:06Z,2019-03-22 15:23:41
90,88,2,** Receive #Input from #Test-HighThroughput #Test-Bioreactor #Upscale,NA,NA,NA,NULL,NA,NA,NULL,2018-11-14T14:13:12Z,2019-06-05 22:09:15
91,88,3,** Execution of Build,NA,NULL,NA,NULL,NULL,"This step could benefit from a few additional steps that deal with knock-outs specifically. At the moment most steps describe the knock-in process (integration and insertion).
 #SopNeeded #RoundRobinNeeded",NULL,2018-11-14T14:13:12Z,NULL
95,91,1,*** Creation of DNA constructs,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,2019-04-01 11:15:53
92,95,1,**** Order/synthesize genetic material,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
93,92,1,***** Receive genetic material,NULL,NULL,NULL,NULL,NULL,#SopNeeded for genetic storage,NULL,2018-11-14T14:13:12Z,NULL
381,93,1,****** Prepare genetic material for transformation,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-15T10:01:50Z,NULL
383,93,2,****** Prepare liquid cultivation medium for transformation,NA,NA,https://hub.ibisba.eu/sops/56,NULL,NA,NA,NULL,2019-04-15T10:05:04Z,2019-10-11 11:28:03
387,93,3,****** Prepare solid cultivation medium for transformation,NA,NA,https://hub.ibisba.eu/sops/55,NULL,NA,NA,NULL,2019-04-15T10:45:31Z,2019-10-11 11:32:47
384,93,4,****** Prepare cultivation media for making glycerol stocks,NA,NA,NA,NULL,NA,NA,NULL,2019-04-15T10:06:05Z,2019-06-14 13:09:22
385,93,5,****** Transform genetic material into cloning host organism,NA,NA,NA,NULL,NA,NA,NULL,2019-04-15T10:07:01Z,2019-06-14 13:08:05
386,93,6,****** Make glycerol stock,NA,NA,https://hub.ibisba.eu/sops/54,NULL,NA,NA,NULL,2019-04-15T10:09:14Z,2019-10-11 11:35:20
94,92,2,***** Verify genetic material by DNA sequence,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
96,95,2,**** Withdraw genetic material from storage,NA,Escherichia coli,https://hub.ibisba.eu/sops/59?version=1,NULL,NA,#SopNeeded for withdrawal,NULL,2018-11-14T14:13:12Z,2019-06-20 11:22:13
98,95,3,**** Assembly of DNA parts,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
349,98,1,***** In vitro assembly of the DNA construct,NA,NA,https://hub.ibisba.eu/sops/52,NULL,NA,NA,NULL,2019-03-25T08:50:54Z,2019-10-11 11:41:13
350,98,2,***** Transformation of the DNA construct into the cloning host organism,NA,NULL,NA,NULL,NULL,NA,NULL,2019-03-25T08:51:34Z,NULL
366,350,2,****** Prepare cultivation media for transformation,NA,NA,https://hub.ibisba.eu/sops/56,NULL,NA,NA,NULL,2019-04-10T07:44:52Z,2019-10-11 11:30:51
367,350,3,****** Prepare cultivation media after colony picking,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:45:25Z,NULL
369,350,4,****** Transformation,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:46:56Z,2019-04-10 07:47:28
356,350,5,****** Colony picking for verification of DNA constructs,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-01T11:30:40Z,2019-04-10 07:47:28
368,350,3,****** Withdraw cloning host organism from storage,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:46:27Z,2019-04-10 07:47:28
99,95,4,**** Verification of DNA constructs,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
363,99,4,***** Prepare primers for verification of the DNA construct,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:37:15Z,NULL
364,99,5,***** Prepare template DNA for verification of the DNA construct,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:37:42Z,NULL
365,99,6,***** Recombinant clone screening,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:41:13Z,NULL
345,95,6,**** Storage of the DNA construct,NA,NULL,NA,NULL,NULL,NA,NULL,2019-03-25T08:33:03Z,NULL
346,345,1,***** Cryostock preparation for the cloning host carrying the DNA construct,NA,NULL,NA,NULL,NULL,NA,NULL,2019-03-25T08:36:20Z,NULL
347,346,1,****** Make glycerol stock,NA,NA,"https://hub.ibisba.eu/sops/54, https://hub.ibisba.eu/sops/53",NULL,NA,NA,NULL,2019-03-25T08:48:21Z,2019-10-11 13:05:31
348,346,2,****** Add label/barcode,NA,NA,NA,NULL,NA,NA,NULL,2019-03-25T08:48:35Z,2019-10-11 13:05:45
351,91,2,*** Creation of the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-01T11:07:37Z,2019-04-01 11:15:53
361,351,1,**** In vitro assembly of the integration/expression vector,NA,NA,https://hub.ibisba.eu/sops/57,NULL,NA,NA,NULL,2019-04-03T14:13:36Z,2019-10-11 11:41:31
362,351,2,**** Transformation of the integration/expression vector into the cloning host organism,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-03T14:14:20Z,2019-04-03 14:15:16
370,362,1,***** Prepare cultivation media for transformation,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:50:29Z,NULL
371,362,2,***** Prepare cultivation media after colony picking,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:50:45Z,NULL
372,362,3,***** Withdraw cloning host organism from storage,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:51:23Z,NULL
373,362,4,***** Transformation into the cloning host organism,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:51:57Z,NULL
374,362,5,***** Colony picking for verification of the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:52:23Z,NULL
343,351,3,**** Verify DNA sequence of the construct,Verification by sequencing of the assembled DNA construct,NULL,NA,NULL,NULL,NA,NULL,2019-03-25T07:49:00Z,2019-04-03 14:15:16
375,343,1,***** Prepare primers for verification of the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:54:22Z,NULL
376,343,2,***** Prepare template DNA for verification of the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:54:42Z,NULL
377,343,3,***** Recombinant clone screening,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:55:33Z,NULL
378,351,4,**** Storage of the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:57:59Z,NULL
380,378,1,***** Cryostock preparation for the cloning host carrying the integration/expression vector,NA,NULL,NA,NULL,NULL,NA,NULL,2019-04-10T07:58:55Z,2019-04-10 07:59:18
379,380,1,****** Make glycerol stock,NA,NA,"https://hub.ibisba.eu/sops/54, https://hub.ibisba.eu/sops/53",NULL,NA,NA,NULL,2019-04-10T07:58:22Z,2019-10-11 11:37:35
100,91,3,*** Transformation,NA,NULL,NA,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,2019-04-01 11:15:53
101,100,1,**** Non-HT transformation,NULL,NULL,NULL,NULL,NULL,NA,NULL,2018-11-14T14:13:12Z,NULL
102,101,1,***** Prepare cultivation media for transformation step,NULL,NULL,NULL,NULL,NULL,#SopNeeded for preparing solid culture media,NULL,2018-11-14T14:13:12Z,NULL
